,Text,Speaker,Party
5813,"No Republican has ever been elected president of the United States without winning Ohio. Let me give you a little tip on how you win Ohio, it's reform, it's hope, it's growth, it's opportunity, and it's security. The people of Ohio are the people of America. The people of America are reflected in Ohio. Our message has to be big, and bold, and positive, and connect, not just with people's heads but also connect with their hearts. If we do it, we will beat Hillary Clinton, and we will run the White House, and we will strengthen and fix America, I promise you.",Kasich,Republican
5814,(APPLAUSE),AUDIENCE,Republican
5815,Governor Christie.,Blitzer,Republican
5816,"On September 10th, 2001, I was named chief federal prosecutor in New Jersey and on September 11th, 2001, my wife and my brother who are in the audience tonight went through the World Trade Center and to their offices just blocks away from the Trade Center. I lost touch with them for six hours that day and prayed that they were alive. Luckily, they were sent home. But many of our friends and others in our neighborhood lost their lives that day. Terrorism -- radical jihadist terrorism is not theoretical to me. It's real. And for seven years, I spent my life protecting our country against another one of those attacks. You won't have to worry when I'm President of the Untied States whether that can be done because I've already done it. I want the chance to do it again to protect you, your children and your families. If you give me the chance and give me your vote I will protect America from the wars that are being brought to our door step.",Christie,Republican
5817,Ms. Fiorina.,Blitzer,Republican
5818,"I too remember September 11th. I remember immediately putting into place security procedures all throughout our company that did business in 170 countries where we thought corporate interests would be attacked next. To take our country back, to keep our nation safe, we have to begin by beating Hillary Clinton. We need to unify our party. We need to better than our government, which 75 percent of the American people now think is corrupt and incompetent. They're right. We need to better than our politics. 80 percent think we have a professional/political class of both parties that cares more about its power, position and privilege than actually on getting anything done. We need to unify our party, we need a real Conservative in the White House, and we need to beat Hillary Clinton to take our country back and keep our nation safe. I can. I am. And together, if you join me, we will take our country back.",Fiorina,Republican
5819,Governor Bush.,Blitzer,Republican
5820,"Ask yourself, which candidate will keep you and our country safer, stronger and freer? Hillary Clinton has aligned herself with Barack Obama on ISIS, Iran and the economy. It's an alliance doomed to fail. My proven record suggests that -- my detailed plans will fortify our national and economic security. And my proven record as governor makes -- will give you a sense that I don't make false promises. I deliver real results. For America to be safe and sound, I ask for you support. Thank you all very much.",Bush,Republican
5821,Senator Rubio.,Blitzer,Republican
5822,"Thank you. As we near the end of this year, we enter one of the most important elections in a generation. For what's at stake in this election is not simply what party's going to be in charge. But our very identity as a people and as a nation. For over 200 years this has been a special country. A unique place where anyone from anywhere can achieve anything. But now millions of Americans feel like they're being left behind. Insecure in their future and unsafe in the face of terrorism. This election is about electing a president that will restore our economic vibrancy so that the American dream can expand to reach more people and change more lives than ever before. And rebuild our Military and our intelligence programs so that we can remain the strongest nation on earth. Tonight I ask you for your vote. If you do this, we will rebuild this country, and together we will usher in a new American century -- the greatest era in the history of this great land.",Rubio,Republican
